Name,Id,Level,Hp,BaseExp,JobExp,Size,Race,Element,Custom
Champion Chen,2231,160,2236500,1800000,1000000,Medium,DemiHuman,Water4,False
Stalker Gertie,2232,160,2135410,1800000,1000000,Medium,Demon,Poison4,False
Clown Alphoccio,2233,160,2049620,1800000,1000000,Medium,DemiHuman,Wind4,False
Gypsy Trentini,2234,160,2049620,1800000,1000000,Medium,DemiHuman,Wind4,False
Paladin Randel,2235,160,6870000,367448900,214956600,Medium,DemiHuman,Holy4,False
Creator Flamel,2236,160,4230000,261178500,144669400,Medium,DemiHuman,Fire4,False
Professor Celia,2237,160,3847804,251365400,138038500,Medium,DemiHuman,Ghost3,False
Champion Chen,2238,160,4249350,255678400,161423500,Medium,Demon,Water4,False
Stalker Gertie,2239,160,4057279,221034900,148020000,Medium,Demon,Poison4,False
Clown Alphoccio,2240,160,3894278,211301800,135793400,Medium,DemiHuman,Wind4,False
Gypsy Trentini,2241,160,3894278,223187900,140970200,Medium,DemiHuman,Wind4,False
Desert Wolf,2242,135,551578,0,0,Medium,Demon,Neutral1,False
Desert Wolf,2243,130,274531,0,0,Small,Demon,Neutral1,False
Dark Martial Arts Master,2244,130,300,0,0,Medium,Undead,Water4,False
Experience Test,2245,1,100,10000,10000,Medium,DemiHuman,Water1,False
Wootan Fighter,2246,95,9000,140000,200000,Medium,DemiHuman,Fire2,False
Mi Gao,2247,95,20000,140000,200000,Medium,Formless,Earth3,False
Golden Poring,2248,1,15,0,0,Medium,Plant,Water1,False
Angry Student Pyuriel,2249,141,2205000,150012300,132000000,Medium,DemiHuman,Fire4,False
Warrior Laura,2250,136,500255,1656700,1516600,Small,DemiHuman,Fire2,False
Gioia,2251,146,2507989,150345100,143390100,Large,Formless,Wind4,False
Elvira,2252,138,501765,1784700,1492500,Small,Formless,Wind3,False
General Daehyun,2253,142,2500148,150156100,140164200,Large,DemiHuman,Earth3,False
Samurai Soheon,2254,137,502015,1571500,1379400,Medium,DemiHuman,Wind3,False
Dark Guardian Kades,2255,143,2505000,160400000,144100000,Large,Formless,Dark3,False
Rudo,2256,135,501489,1363300,1364900,Small,Angel,Holy3,False
Piamette,2257,1,50,0,0,Medium,Plant,Water1,False
Piamette,2258,1,50,0,0,Medium,Plant,Water1,False
Garden Keeper,2259,1,50,0,0,Medium,Plant,Water1,False
Garden Keeper,2260,1,50,0,0,Medium,Plant,Water1,False
Garden Watcher,2261,1,50,0,0,Medium,Plant,Water1,False
Garden Watcher,2262,1,50,0,0,Medium,Plant,Water1,False
Wish Maiden,2263,1,50,0,0,Medium,Plant,Water1,False
Armeyer Dinze,2264,1,50,0,0,Medium,Plant,Water1,False
Armeyer Dinze,2265,1,50,0,0,Medium,Plant,Water1,False
Errende Ebecee,2266,1,50,0,0,Medium,Plant,Water1,False
Errende Ebecee,2267,1,50,0,0,Medium,Plant,Water1,False
Kavach Icarus,2268,1,50,0,0,Medium,Plant,Water1,False
Kavach Icarus,2269,1,50,0,0,Medium,Plant,Water1,False
Laurell Weinder,2270,1,50,0,0,Medium,Plant,Water1,False
Laurell Weinder,2271,1,50,0,0,Medium,Plant,Water1,False
Wickebine Tres,2272,1,50,0,0,Medium,Plant,Water1,False
Wickebine Tres,2273,1,50,0,0,Medium,Plant,Water1,False
Egnigem Cenia,2274,1,50,0,0,Medium,Plant,Water1,False
Egnigem Cenia,2275,1,50,0,0,Medium,Plant,Water1,False
Doppelganger,2276,1,50,0,0,Medium,Plant,Water1,False
Warrior Laura,2277,136,500255,0,0,Small,DemiHuman,Fire2,False
Elvira,2278,138,501765,0,0,Small,Formless,Wind3,False
Samurai Soheon,2279,137,502015,0,0,Medium,DemiHuman,Wind3,False
Rudo,2280,135,501489,0,0,Small,Angel,Holy3,False
Dark Shadow,2281,147,204109,1150000,1333200,Small,Formless,Dark2,False
Dark Frame,2282,145,180018,1010100,1320300,Medium,Demon,Dark3,False
Dark Priest,2283,141,181878,1054800,1425700,Medium,Demon,Undead4,False
Dark Axe Kobold,2284,145,194830,1104000,1416300,Medium,DemiHuman,Wind2,False
Dark Hammer Kobold,2285,142,181340,1036000,1339800,Medium,DemiHuman,Poison2,False
Dark Mace Kobold,2286,141,182830,1012000,1359600,Medium,DemiHuman,Fire2,False
Dark Kobold Archer,2287,142,180530,1057000,1333200,Small,DemiHuman,Fire1,False
Treasure Chest,2288,140,5,0,0,Small,Formless,Holy1,False
Fabre,2289,1,50,0,0,Medium,Plant,Water1,False
Thief Bug,2290,1,50,0,0,Medium,Plant,Water1,False
Hornet,2291,1,50,0,0,Medium,Plant,Water1,False
Horn,2292,1,50,0,0,Medium,Plant,Water1,False
Beetle King,2293,1,50,0,0,Medium,Plant,Water1,False
Argiope,2294,1,50,0,0,Medium,Plant,Water1,False
Giant Spider,2295,1,50,0,0,Medium,Plant,Water1,False
Killer Mantis,2296,1,50,0,0,Medium,Plant,Water1,False
Giant Hornet,2297,1,50,0,0,Medium,Plant,Water1,False
Dragon Tail,2298,1,50,0,0,Medium,Plant,Water1,False
Stainer,2299,1,50,0,0,Medium,Plant,Water1,False
Chonchon,2300,1,50,0,0,Medium,Plant,Water1,False
Steel Chonchon,2301,1,50,0,0,Medium,Plant,Water1,False
Hunter Fly,2302,1,50,0,0,Medium,Plant,Water1,False
Maya,2303,1,50,0,0,Medium,Plant,Water1,False
Queen Scaraba,2304,1,50,0,0,Medium,Plant,Water1,False
Ungoliant,2305,1,50,0,0,Medium,Plant,Water1,False
Golden Thief Bug,2306,65,100000000,10206000,7776000,Large,Insect,Fire2,False
Mistress,2307,1,50,0,0,Medium,Plant,Water1,False
Zanzou,2308,140,5,0,0,Small,Formless,Holy1,False
Bungisngis,2309,121,25513,319900,292400,Large,DemiHuman,Earth2,False
Engkanto,2310,125,23948,314300,302000,Medium,DemiHuman,Neutral2,False
Manananggal,2311,107,20451,184500,175900,Medium,Demon,Dark2,False
Mangkukulam,2312,110,20151,190800,182200,Medium,Demon,Neutral2,False
Tikbalang,2313,115,22131,224600,215000,Large,Brute,Wind3,False
Tiyanak,2314,105,17146,162500,154700,Small,Demon,Dark2,False
Wakwak,2315,111,20012,215800,206200,Small,Demon,Dark2,False
Jejeling,2316,100,10247,145600,131600,Large,Plant,Earth2,False
Bangungot,2317,115,1519517,100,100,Medium,Demon,Dark2,False
Bangungot,2318,99,1409758,0,0,Medium,Demon,Dark2,False
Buwaya,2319,151,4090365,300001200,308172000,Large,Dragon,Water4,False
Bakonawa,2320,156,3351884,0,0,Large,Dragon,Water4,False
Bakonawa,2321,156,3351884,0,0,Large,Dragon,Water4,False
Bakonawa,2322,156,3351884,251011100,257966600,Large,Dragon,Water4,False
Bomb Poring,2323,100,50000,0,0,Small,Formless,Neutral1,False
Penomena,2324,100,50000,0,0,Medium,Fish,Poison1,False
Baphomet,2325,57,7510,0,0,Small,Demon,Dark1,False
Galapago,2326,45,7513,0,0,Small,Brute,Earth1,False
Bangungot,2327,115,250,78154100,83732100,Medium,Demon,Dark2,False
Drum,2328,1,200,0,0,Small,Formless,Neutral1,False
Buwaya's Egg,2329,100,10000,0,0,Small,Formless,Neutral3,False
Slave,2330,135,20145,0,0,Small,Plant,Earth1,False
Seaweed,2331,100,10,0,0,Small,Fish,Water1,False
Buwaya,2332,138,30000,0,0,Small,Plant,Water4,False
Weakpoint,2333,138,20,0,0,Small,Plant,Water4,False
Wakwak,2334,145,194830,0,0,Small,Demon,Dark2,False
Bakonawa's Treasure,2335,140,5,0,0,Small,Formless,Holy1,False
Domovoi,2336,38,694,15500,14300,Small,Brute,Earth1,False
Monster,2337,151,10000,0,0,Small,Insect,Ghost4,False
Manananggal,2338,107,204511,0,0,Medium,Demon,Dark2,False
Mangkukulam,2339,110,102154,0,0,Medium,Demon,Neutral2,False
Tiyanak,2340,105,50211,0,0,Small,Demon,Dark2,False
2011 RWC Boss,2341,141,3205000,130000000,121000000,Large,Angel,Holy4,False
Diabolic,2342,83,9815,0,0,Small,Demon,Dark2,False
Hidden Mob,2343,151,10000,0,0,Small,Insect,Ghost4,False
Wish Maiden,2344,83,9815,0,0,Small,Demon,Dark2,False
Zealotus,2345,83,9815,0,0,Small,Demon,Dark2,False
Ktullanux,2346,83,9815,0,0,Small,Demon,Dark2,False
Eddga,2347,83,9815,0,0,Small,Demon,Dark2,False
Mao Guai,2348,83,9815,0,0,Small,Demon,Dark2,False
Loli Ruri,2349,83,9815,0,0,Small,Demon,Dark2,False
Sedora,2350,83,9815,0,0,Small,Demon,Dark2,False
Chepet,2351,83,9815,0,0,Small,Demon,Dark2,False
RSX 0805,2352,100,10000000,0,0,Large,Formless,Neutral3,False
Minorous (Nightmare),2353,121,27141,304700,292400,Large,Brute,Fire2,False
Mummy (Nightmare),2354,117,22557,284100,234600,Medium,Undead,Undead2,False
Verit (Nightmare),2355,115,21034,247000,203800,Medium,Undead,Undead1,False
Mimic (Nightmare),2356,137,63101,320100,356800,Medium,Formless,Neutral3,False
Mimic (Nightmare),2357,137,63101,0,0,Medium,Formless,Neutral3,False
Arclouze (Nightmare),2358,134,48013,250600,303900,Medium,Insect,Earth2,False
Arclouze (Nightmare),2359,134,48013,0,0,Medium,Insect,Earth2,False
Ancient Mummy (Nightmare),2360,141,90157,471200,528100,Medium,Undead,Undead2,False
Ancient Mummy (Nightmare),2361,141,90157,0,0,Medium,Undead,Undead2,False
Amon Ra (Nightmare),2362,145,2515784,162648700,143229500,Large,DemiHuman,Earth3,False
Menblatt,2363,143,82200,415000,451500,Medium,Insect,Wind2,False
Petal,2364,141,81031,405800,443600,Medium,Brute,Wind1,False
Cenere,2365,146,130131,711700,753900,Small,Plant,Wind1,False
Antique Book,2366,148,134615,722500,774800,Small,Formless,Neutral3,False
Lichtern,2367,149,131211,718700,752500,Small,Formless,Water4,False
Lichtern,2368,147,131513,707100,766900,Small,Formless,Ghost4,False
Lichtern,2369,149,135718,720100,793600,Small,Formless,Fire4,False
Lichtern,2370,151,133451,721400,753700,Small,Formless,Earth4,False
Faithful Manager,2371,155,151548,867600,858100,Large,Formless,Neutral4,False
Soil,2372,1,15,0,0,Small,Plant,Earth1,False
Rock,2373,1,15,0,0,Small,Plant,Earth1,False
Thicket,2374,1,15,0,0,Small,Plant,Earth1,False
Incarnation of Morroc,2375,100,4444,0,0,Medium,Demon,Undead3,False
Incarnation of Morroc,2376,100,2000,0,0,Medium,Demon,Dark3,False
Novus,2377,1,12,0,0,Small,Dragon,Neutral1,False
Antler Scaraba,2378,136,30000,0,0,Medium,Insect,Earth2,False
Socks Stealing Raccoon,2379,10,10,0,0,Small,Brute,Earth1,False
Gift Stealing Raccoon,2380,10,10,0,0,Small,Brute,Earth1,False
Kraken Leg,2384,128,2051260,24744300,11838400,Large,Fish,Water3,False
Kraken Leg,2385,128,2051260,24744300,11838400,Large,Fish,Water3,False
Kraken Leg,2386,128,2051260,24744300,11838400,Large,Fish,Water3,False
Kraken Leg,2387,128,2051260,24744300,11838400,Large,Fish,Water3,False
Kraken Leg,2388,128,2051260,24744300,11838400,Large,Fish,Water3,False
Kraken Leg,2389,128,2051260,0,0,Large,Fish,Water3,False
Kraken Leg,2390,128,2051260,0,0,Large,Fish,Water3,False
Kraken Leg,2391,128,2051260,0,0,Large,Fish,Water3,False
Kraken Leg,2392,128,2051260,0,0,Large,Fish,Water3,False
Kraken Leg,2393,128,2051260,0,0,Large,Fish,Water3,False
Merman,2394,106,36080,796200,1194200,Medium,Fish,Water4,False
Seiren,2395,108,61568,2926000,3128000,Medium,Fish,Water4,False
Poseidon,2396,110,61568,3078400,3667600,Large,Fish,Water4,False
Baby Kraken,2397,93,45710,2285500,2371600,Small,Fish,Water3,False
Little Poring,2398,1,40,1800,1000,Small,Plant,Water1,False
Poring,2401,1,60,0,0,Medium,Plant,Water1,False
Poporing,2402,30,524,9900,11200,Medium,Plant,Poison1,False
Poporing,2403,30,524,9900,11200,Medium,Plant,Poison1,False
Dead Plankton,2404,9,95,3100,2300,Small,Undead,Undead1,False
Weak Skeleton,2405,18,280,19200,11700,Medium,Undead,Undead1,False
Weak Soldier Skeleton,2406,23,468,21500,13900,Medium,Undead,Undead1,False
Sailor Skeleton,2407,19,310,19500,12200,Medium,Undead,Undead1,False
Dummy 10,2408,10,1999999999,0,0,Medium,Formless,Neutral1,False
Dummy 50,2409,50,1999999999,0,0,Small,Formless,Neutral1,False
Dummy 100,2410,100,1999999999,0,0,Medium,Formless,Neutral1,False
Dummy 150,2411,150,1999999999,0,0,Large,Formless,Neutral1,False
Dummy 10,2413,10,1999999999,0,0,Medium,Formless,Fire1,False
Knight Seyren,2415,98,13260,147500,98700,Medium,DemiHuman,Fire3,False
Assassin Eremes,2416,98,9029,157500,74200,Medium,DemiHuman,Poison4,False
Blacksmith Howard,2417,98,11803,137500,82000,Medium,DemiHuman,Water4,False
Hunter Cecil,2418,98,8835,137500,83400,Medium,DemiHuman,Wind3,False
Wizard Kathryne,2419,98,7092,137500,96700,Medium,DemiHuman,Ghost3,False
Priest Margaretha,2420,98,9192,107500,81700,Medium,DemiHuman,Holy3,False
Crusader Egnigem,2421,98,13440,94800,146400,Medium,DemiHuman,Fire2,False
Rogue Wickebine,2422,98,11712,87000,122700,Medium,DemiHuman,Poison3,False
Alchemist Armeyer,2423,98,11376,90700,180900,Medium,DemiHuman,Earth3,False
Bard Kavach,2424,98,12637,88600,158200,Medium,DemiHuman,Wind2,False
Dancer Josephina,2425,98,12637,98600,158200,Medium,DemiHuman,Wind2,False
Sage Laurell,2426,98,9868,94000,192000,Medium,DemiHuman,Ghost2,False
Monk Errende,2427,98,11168,90500,100000,Medium,DemiHuman,Holy2,False
Knight Seyren,2428,98,13260,0,0,Medium,DemiHuman,Fire3,False
Assassin Eremes,2429,98,9029,0,0,Medium,DemiHuman,Poison4,False
Blacksmith Howard,2430,98,11803,0,0,Medium,DemiHuman,Water4,False
Hunter Cecil,2431,98,8835,0,0,Medium,DemiHuman,Wind3,False
Wizard Kathryne,2432,98,7092,0,0,Medium,DemiHuman,Ghost3,False
Priest Margaretha,2433,98,9192,0,0,Medium,DemiHuman,Holy3,False
Crusader Egnigem,2434,98,13440,0,0,Medium,DemiHuman,Fire2,False
Rogue Wickebine,2435,98,11712,0,0,Medium,DemiHuman,Poison3,False
Alchemist Armeyer,2436,98,11376,0,0,Medium,DemiHuman,Earth3,False
Bard Kavach,2437,98,12637,0,0,Medium,DemiHuman,Wind2,False
Dancer Josephina,2438,98,12637,0,0,Medium,DemiHuman,Wind2,False
Sage Laurell,2439,98,9868,0,0,Medium,DemiHuman,Ghost2,False
Monk Errende,2440,98,11168,0,0,Medium,DemiHuman,Holy2,False
The Last One,2441,99,265203,10626700,8774700,Medium,DemiHuman,Fire4,False
King of the Alley,2442,99,268800,10881000,8900000,Medium,DemiHuman,Fire4,False
Aira,2443,99,270000,11000000,9000000,Medium,DemiHuman,Fire3,False
Kuluna,2444,99,270000,11000000,9000000,Medium,DemiHuman,Ghost3,False
Mallina,2445,99,270000,11000000,9000000,Medium,DemiHuman,Earth4,False
Ezella,2446,99,270000,11000000,9000000,Medium,DemiHuman,Wind3,False
Lune,2447,99,270000,11000000,9000000,Medium,DemiHuman,Water3,False
Morin,2448,99,270000,11000000,9000000,Medium,DemiHuman,Dark3,False
Nasarin,2449,99,270000,11000000,9000000,Medium,DemiHuman,Poison2,False
Thief Poring,2450,1,30,0,0,Medium,Plant,Water1,False
Strange Baby Orc,2451,1,30,0,0,Medium,Plant,Water1,False
Treasure Chest,2452,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2453,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2454,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2455,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2456,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2457,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2458,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2459,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2460,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2461,99,0,0,0,Small,Formless,Neutral1,False
Treasure Chest,2462,99,0,0,0,Small,Formless,Neutral1,False
Zombie,2464,130,135600,666600,879800,Medium,Undead,Undead1,False
Wraith,2465,133,100168,699900,923700,Large,Undead,Undead4,False
Ghoul,2466,132,208100,711100,938600,Medium,Undead,Undead2,False
Arclouze,2467,133,80811,1100,1400,Small,Insect,Earth2,False
Raydric,2468,135,184080,815300,381900,Medium,Undead,Dark2,False
Raydric Archer,2469,136,144370,712400,515700,Medium,Undead,Dark2,False
Abysmal Knight,2470,142,225789,929200,911600,Large,Undead,Dark4,False
Khalitzburg,2471,143,236851,877100,806400,Large,Undead,Undead1,False
Bloody Knight,2472,143,246751,1022400,1203500,Large,Undead,Dark4,False
Undead Knight,2473,145,950033,8000900,7435100,Medium,Undead,Undead2,False
Undead Knight,2474,145,848011,7983600,6621800,Medium,Undead,Undead2,False
Corrupted Soul,2475,150,1820000,109995300,110466200,Large,Demon,Earth3,False
Amdarias,2476,150,4290000,114566200,120836300,Large,Undead,Undead4,False
Nightmare Wander Man,2477,151,130682,990700,947500,Medium,Demon,Wind1,False
Nightmare Rideword,2478,146,103220,525000,871200,Small,Formless,Neutral3,False
Nightmare Mimic,2479,143,24958,138400,129400,Medium,Formless,Neutral3,False
Nightmare Evil Druid,2480,134,72837,337000,323700,Large,Undead,Undead4,False
Nightmare Wraith Dead,2481,110,15579,209800,172700,Large,Undead,Undead4,False
Nightmare Baphomet,2483,154,4008000,130853400,110254900,Large,Demon,Dark3,False
Nightmare Baphomet Jr.,2484,141,49675,1308500,1002300,Small,Demon,Dark1,False
Nightmare Chimera,2485,140,528120,5426000,5167800,Large,Brute,Fire3,False
Aged Cornutus,2501,100,160000,75000,75000,Small,Fish,Water1,False
Aged Deviace,2502,60,3135,65800,74000,Medium,Fish,Water4,False
Aged Hydra,2503,34,854,23300,26300,Small,Plant,Water2,False
Aged Kukre,2504,100,160000,75000,75000,Small,Insect,Water1,False
Aged Marc,2505,145,400000,100000,100000,Medium,Fish,Water2,False
Aged Marina,2506,42,1209,34000,38100,Small,Plant,Water2,False
Aged Marine Sphere,2507,42,1209,34000,38100,Small,Plant,Water2,False
Aged Marse,2508,95,120000,75000,75000,Small,Fish,Water2,False
Aged Merman,2509,60,2940,61600,69200,Medium,DemiHuman,Water3,False
Aged Obeaune,2510,53,2158,0,0,Medium,Fish,Water2,False
Aged Phen,2511,52,9815,117000,376500,Medium,Fish,Water2,False
Aged Plankton,2512,60,6160,83500,280500,Small,Plant,Water3,False
Aged Strouf,2513,61,3052,62600,70500,Large,Fish,Water3,False
Aged Swordfish,2514,57,2600,52500,59000,Large,Fish,Water2,False
Aged Vadon,2515,45,6520,85500,289500,Small,Fish,Water1,False
Faceworm,2528,140,482427,3880000,435600,Large,Insect,Poison1,False
Faceworm Queen,2529,155,50000000,20000000,22000000,Large,Insect,Poison4,False
Dark Faceworm,2530,144,5000000,10000000,8800000,Large,Insect,Poison2,False
Venom Bug,2531,140,10000,0,0,Small,Insect,Poison1,False
Red Faceworm Queen,2532,155,50000000,20000000,22000000,Large,Insect,Fire1,False
Green Faceworm Queen,2533,155,50000000,20000000,22000000,Large,Insect,Earth1,False
Blue Faceworm Queen,2534,155,50000000,20000000,22000000,Large,Insect,Water1,False
Yellow Faceworm Queen,2535,155,50000000,20000000,22000000,Large,Insect,Wind1,False
Monster 3,2536,151,10000,0,0,Small,Insect,Ghost4,False
Monster 4,2537,151,10000,0,0,Small,Formless,Ghost4,False
King Poring,2538,10,1000,500000,500000,Large,Formless,Neutral1,False
Monster 5,2539,151,10000,0,0,Small,Formless,Ghost4,False
Faceworm Egg,2540,140,10,1000,1200,Medium,Insect,Poison1,False
Faceworm Larva,2541,145,260380,1000,1300,Medium,Insect,Poison2,False
Doyen Irene,2542,101,433110,1136000,2973500,Medium,DemiHuman,Neutral1,False
1st Payon Soldier,2543,101,20099,108300,295600,Medium,DemiHuman,Neutral1,False
2nd Payon Soldier,2544,101,21099,113600,297300,Medium,DemiHuman,Neutral1,False
1st Guard Dog,2545,101,20099,94400,292300,Medium,Brute,Earth1,False
2nd Guard Dog,2546,101,21099,101400,294000,Medium,Brute,Fire1,False
Arhi,2549,90,100000,890000,455000,Medium,DemiHuman,Neutral1,False
Dio Anemos,2550,95,200000,944000,443000,Medium,DemiHuman,Neutral1,False
Geffen Shoplifter,2551,100,300000,978000,403100,Medium,DemiHuman,Neutral1,False
Geffen Bully,2552,100,300000,978000,403100,Medium,DemiHuman,Neutral1,False
Geffen Gang Member,2553,100,300000,978000,403100,Medium,DemiHuman,Neutral1,False
Faymont,2554,105,400000,1166000,480700,Medium,DemiHuman,Neutral1,False
Ordre,2555,110,600000,1561000,534700,Medium,DemiHuman,Neutral1,False
Blut Hase,2556,120,1000000,2056000,1101100,Medium,DemiHuman,Ghost2,False
Kuro Akuma,2557,130,1200000,2610000,1323300,Medium,DemiHuman,Neutral1,False
Ifodes,2558,140,1400000,4615000,2079000,Medium,DemiHuman,Neutral1,False
Licheniyes,2559,145,1600000,5206000,2651500,Medium,DemiHuman,Neutral1,False
Odoric,2560,150,2000000,6002700,4426000,Medium,DemiHuman,Neutral1,False
Ju,2561,155,5000000,7533500,5734300,Medium,DemiHuman,Neutral1,False
Dwigh,2562,160,7000000,15131700,13530000,Medium,DemiHuman,Ghost2,False
Fay Kanavian,2563,160,8000000,15797500,12162800,Medium,DemiHuman,Ghost2,False
Fenrir,2564,160,20000000,32330000,33000000,Medium,DemiHuman,Ghost2,False
Alphonse,2565,150,1000000,0,0,Medium,DemiHuman,Earth2,False
Alphonse Jr,2566,150,100000,0,0,Medium,DemiHuman,Earth3,False
Geffen Bully,2567,50,10000,21200,22700,Medium,DemiHuman,Neutral1,False
Geffen Gang Member,2568,50,10000,21200,22700,Medium,DemiHuman,Neutral1,False
Swift Zombie Slaughter,2603,124,202200,1715000,4261500,Medium,Undead,Undead3,False
Solid Zombie Prisoner,2604,89,80450,597000,1450500,Medium,Undead,Undead3,False
Zombie Master Ringleader,2605,119,127550,1445500,3585000,Medium,Undead,Undead1,False
Furious Zombie,2606,17,1170,94500,168000,Medium,Undead,Undead1,False
Elusive Zakudam,2607,115,86000,1123000,3225000,Large,DemiHuman,Neutral3,False
Swift Yoyo,2608,38,4490,150000,355500,Small,Brute,Earth1,False
Solid Yoyo,2609,38,8980,150000,355500,Small,Brute,Earth1,False
Wormtail Ringleader,2610,17,1000,90000,180000,Medium,Plant,Earth1,False
Furious Wootan Fighter,2611,67,11635,319000,873000,Medium,DemiHuman,Fire2,False
Elusive Wood Goblin,2612,81,27495,500500,1333500,Medium,Plant,Earth3,False
Swift Wolf,2613,45,6095,184500,451500,Medium,Brute,Earth1,False
Solid Wind Ghost,2614,80,40080,434500,1213500,Medium,Demon,Wind3,False
Willow Ringleader,2615,8,455,80000,112500,Medium,Plant,Earth1,False
Furious Wild Rose,2616,70,13410,338500,931500,Small,Brute,Wind1,False
Elusive Evil Nymph,2617,97,42455,665000,1888500,Medium,Demon,Dark3,False
Solid Whisper,2618,46,11090,162500,492000,Small,Demon,Ghost3,False
Weak Skeleton Ringleader,2619,18,1400,96000,175500,Medium,Undead,Undead1,False
